sn,order_line_key,order_no,zip_code,locId,CAR_NAME,TNT,TRACKNO,CPD,SHIPTIME,MCD,DELIVER_TIME
551,20210111190815275598961Y,ABC01-806412647536CC,92675,ABC_824390009370862,DL,4,LM8X1R120300549126,21/01/21,2021-01-12 19:31:29+00:00,DELIVERED,2021-01-15 14:37:11+00:00
552,20210113215555467186631Y,ABC01-806413344657CC,11720,ABC_824390009370862,DL,3,LM8X1R120300553817,21/01/21,2021-01-14 20:02:50+00:00,DELIVERED,2021-01-18 11:47:36+00:00
553,20210112135818270435801Y,ABC01-806412905965CC,92103,ABC_82335000473013,DL,4,LM8W2R150310654346,21/01/21,2021-01-12 18:32:22+00:00,DELIVERED,2021-01-15 17:45:45+00:00
554,20210112211819866107341Y,ABC01-806413048158CC,94588,ABC_82335000473013,DL,5,LM8W2R150310656371,21/01/21,2021-01-13 19:32:21+00:00,DELIVERED,2021-01-16 12:41:58+00:00
555,20210116183125543289231Y,ABC01-806414245914CC,89134,ABC_82335000473013,DL,4,LMF8155X0345888876,21/01/21,2021-01-18 19:19:32+00:00,DELIVERED,2021-01-21 10:33:58+00:00
556,20210112225944939185151Y,ABC01-806413087380CC,10029,ABC_82335000473013,DL,4,LM8W2R150310657316,21/01/21,2021-01-13 19:26:42+00:00,DELIVERED,2021-01-18 10:21:01+00:00
557,20210115131410638933971Y,ABC01-806413856309CC,10011,ABC_82335000473013,DL,4,LM8W2R150210666371,21/01/21,2021-01-15 18:52:43+00:00,DELIVERED,2021-01-19 16:39:32+00:00
558,20210118125842559283871Y,ABC01-806414703681CC,10035,ABC_82335000473013,DL,4,LMW494600368404385,21/01/21,2021-01-19 19:03:09+00:00,DELIVERED,2021-01-20 15:32:33+00:00
559,20210118111519404762031Y,ABC01-806414609968CC,76063,ABC_82335000473013,DL,2,LM8W2R150310675976,21/01/21,2021-01-18 20:24:02+00:00,DELIVERED,2021-01-19 11:31:15+00:00
560,20210117090809978392251Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LM86R8360350312397,21/01/21,2021-01-18 15:49:29+00:00,DELIVERED,2021-01-21 11:53:03+00:00
561,20210112112719941044051Y,ABC01-806410646124CC,92663,ABC_82335000473013,DL,4,LM8W2R150310654284,21/01/21,2021-01-12 18:27:10+00:00,DELIVERED,2021-01-15 14:22:28+00:00
562,20210112105927897854961Y,ABC01-806412915901CC,10028,ABC_82335000473013,DL,4,LM8W2R150310653025,21/01/21,2021-01-12 18:43:56+00:00,DELIVERED,2021-01-15 11:30:32+00:00
563,20210112002006495521441Y,ABC01-806412761098CC,95687,ABC_824390009370862,DL,5,LM8X1R120300550061,21/01/21,2021-01-12 19:33:17+00:00,DELIVERED,2021-01-18 17:34:51+00:00
564,20210118164720929541211Y,ABC01-806414801349CC,30067,ABC_82335000473013,DL,3,LM8W2R150210681729,22/01/21,2021-01-19 19:27:40+00:00,DELIVERED,2021-01-21 13:08:21+00:00
565,20210119005114488773571Y,ABC01-806414864899CC,76013,ABC_82335000473013,DL,2,LMV7855E0323963028,22/01/21,2021-01-19 14:48:41+00:00,DELIVERED,2021-01-21 12:08:13+00:00
566,20210119005114488773601Y,ABC01-806414864899CC,76013,ABC_82335000473013,DL,2,LMV7855E0323963028,22/01/21,2021-01-19 14:48:41+00:00,DELIVERED,2021-01-21 12:08:13+00:00
567,20210113124601651008871Y,ABC01-806413231444CC,10007,ABC_82335000473013,DL,4,LM8W2R150310658128,22/01/21,2021-01-13 19:09:50+00:00,DELIVERED,2021-01-18 11:24:15+00:00
568,20210103105925572683601Y,ABC01-806409029931CC,20817,ABC_824390009370862,DL,2,LM8X1R120300532143,22/01/21,2021-01-08 19:07:07+00:00,DELIVERED,2021-01-12 14:39:48+00:00
569,20210103003500267971541Y,ABC01-806408737758CC,90019,ABC_824390009370862,DL,4,LM8X1R120200526287,22/01/21,2021-01-07 21:35:18+00:00,DELIVERED,2021-01-11 20:41:49+00:00
570,20210103161645108576191Y,ABC01-806409214680CC,30071,ABC_824390009370862,DL,2,LM8X1R120300527462,22/01/21,2021-01-07 19:36:50+00:00,DELIVERED,2021-01-08 13:19:27+00:00
571,20210112122502129502631Y,ABC01-806412876354CC,92648,ABC_824390009370862,DL,4,LM8X1R120300551382,22/01/21,2021-01-13 19:13:56+00:00,DELIVERED,2021-01-16 12:09:55+00:00
572,20210101223322584476441Y,ABC01-806407951973CC,95035,ABC_824390009370862,DL,5,LM8X1R120200532896,22/01/21,2021-01-08 19:03:09+00:00,DELIVERED,2021-01-12 13:17:51+00:00
573,20210114093524832148191Y,ABC01-806413482417CC,32162,ABC_82335000473013,DL,3,LM8W2R150310660811,22/01/21,2021-01-21 19:03:05+00:00,DELIVERED,2021-01-26 12:50:03+00:00
574,20210117140733401366961Y,ABC01-806414107013CC,92069,ABC_824390009370862,DL,4,LM8X1R120200557931,22/01/21,2021-01-18 19:34:38+00:00,DELIVERED,2021-01-20 12:18:21+00:00
575,20210103104255556770651Y,ABC01-806408924861CC,95678,ABC_824390009370862,DL,5,LM8X1R120200525804,22/01/21,2021-01-07 21:31:15+00:00,DELIVERED,2021-01-11 13:35:31+00:00
576,20210114001748554355401Y,ABC01-806413340621CC,94591,ABC_82335000473013,DL,5,LM8W2R150310661570,22/01/21,2021-01-14 19:06:13+00:00,DELIVERED,2021-01-19 10:27:09+00:00
577,20210116184348555381411Y,ABC01-806414188892CC,95691,ABC_824390009370862,DL,5,LM8X1R120200560301,22/01/21,2021-01-19 19:07:22+00:00,DELIVERED,2021-01-21 17:55:21+00:00
578,20210117174835656875821Y,ABC01-806414519609CC,20817,ABC_824390009370862,DL,2,LM8X1R120300557000,22/01/21,2021-01-18 19:32:41+00:00,DELIVERED,2021-01-20 15:37:36+00:00
579,20210115171852103910811Y,ABC01-806413845385CC,95070,ABC_824390009370862,DL,5,LM8X1R120200556192,22/01/21,2021-01-18 19:34:32+00:00,DELIVERED,2021-01-20 11:04:11+00:00
580,20210114211245854205611Y,ABC01-806413659986CC,10016,ABC_824390009370862,DL,3,LM8X1R120300555208,22/01/21,2021-01-15 19:19:53+00:00,DELIVERED,2021-01-19 12:46:20+00:00
581,20210119102926798447561Y,ABC01-806415011804CC,30005,ABC_82335000473013,DL,3,LMWF25470353093639,22/01/21,2021-01-20 19:48:54+00:00,DELIVERED,2021-01-22 18:57:39+00:00
582,20210103003503267998941Y,ABC01-806408741956CC,89183,ABC_824390009370862,DL,5,LM8X1R120200525779,22/01/21,2021-01-07 20:52:38+00:00,DELIVERED,2021-01-11 14:12:53+00:00
583,20210117235025891720841Y,ABC01-806414534092CC,91763,ABC_824390009370862,DL,4,LM8X1R120200560481,22/01/21,2021-01-19 19:06:59+00:00,DELIVERED,2021-01-21 14:29:08+00:00
584,20210112160551470051261Y,ABC01-806412986800CC,90023,ABC_824390009370862,DL,4,LM8X1R120300551471,22/01/21,2021-01-13 18:35:32+00:00,DELIVERED,2021-01-18 17:21:26+00:00
585,20210118055317126845321Y,ABC01-806414565198CC,95602,ABC_824390009370862,DL,5,LM8X1R120200559715,22/01/21,2021-01-19 19:08:22+00:00,DELIVERED,2021-01-21 09:48:19+00:00
586,20210116162019370079891Y,ABC01-806414172931CC,76063,ABC_824390009370862,DL,2,LM8X1R120300557920,22/01/21,2021-01-18 19:34:48+00:00,DELIVERED,2021-01-20 12:10:31+00:00
587,20210116142948203373411Y,ABC01-806414163943CC,32128,ABC_824390009370862,DL,2,LM8X1R120300560005,22/01/21,2021-01-19 18:58:57+00:00,DELIVERED,2021-01-21 15:02:08+00:00
588,20210117163406577363191Y,ABC01-806414461820CC,92882,ABC_824390009370862,DL,4,LM8X1R120200558074,22/01/21,2021-01-18 19:34:42+00:00,DELIVERED,2021-01-20 13:58:55+00:00
589,20210103130911744972551Y,ABC01-806409111906CC,32127,ABC_824390009370862,DL,2,LM8X1R120300527560,22/01/21,2021-01-07 19:36:50+00:00,DELIVERED,2021-01-11 16:42:03+00:00
590,20210113164858116808081Y,ABC01-806413253654CC,92126,ABC_82335000473013,DL,4,LM8W2R150310661481,22/01/21,2021-01-14 19:05:24+00:00,DELIVERED,2021-01-19 13:55:44+00:00
591,20210103003500267971521Y,ABC01-806408737758CC,90019,ABC_824390009370862,DL,4,LM8X1R120200526287,22/01/21,2021-01-07 21:35:18+00:00,DELIVERED,2021-01-11 20:41:49+00:00
592,20210101182709376678621Y,ABC01-806407808384CC,30071,ABC_824390009370862,DL,2,LM8X1R120300535659,22/01/21,2021-01-08 19:17:16+00:00,DELIVERED,2021-01-09 11:51:20+00:00
593,20210117092139990764791Y,ABC01-806414340181CC,30040,ABC_82335000473013,DL,3,LM8W2R150310668984,22/01/21,2021-01-18 20:28:51+00:00,DELIVERED,2021-01-20 14:01:45+00:00
594,20210103195937353930161Y,ABC01-806409282244CC,76028,ABC_824390009370862,DL,2,LM8X1R120300532152,22/01/21,2021-01-08 19:06:55+00:00,DELIVERED,2021-01-12 16:39:04+00:00
595,20210116154334001106371Y,1121016551845CC,20815,ABC_82335000473013,DL,3,LM8W2R150310667681,22/01/21,2021-01-18 13:13:55+00:00,DELIVERED,2021-01-21 11:30:38+00:00
596,20210120120353359284701Y,ABC01-806415439973CC,92833,ABC_82335000473013,DL,4,LM2R7V77YN97558880,22/01/21,2021-01-20 23:54:04+00:00,DELIVERED,2021-01-22 15:33:54+00:00
597,20210120120353359284701Y,ABC01-806415439973CC,92833,ABC_82335000473013,DL,4,LMRX38710376569539,22/01/21,2021-01-20 18:16:13+00:00,DELIVERED,2021-01-22 15:33:54+00:00
598,20210120120353359284701Y,ABC01-806415439973CC,92833,ABC_82335000473013,DL,4,LMF101940317504495,22/01/21,2021-01-20 20:21:11+00:00,DELIVERED,2021-01-22 15:33:54+00:00
599,20210117140733401366981Y,ABC01-806414107013CC,92069,ABC_824390009370862,DL,4,LM8X1R120200557931,22/01/21,2021-01-18 19:34:38+00:00,DELIVERED,2021-01-20 12:18:21+00:00
600,20210115172423098367141Y,1121015508012CC,30044,ABC_824390009370862,DL,2,LM8X1R120300556387,22/01/21,2021-01-18 19:34:00+00:00,DELIVERED,2021-01-19 13:21:47+00:00
601,20210118123125519091261Y,ABC01-806414669707CC,89147,ABC_824390009370862,DL,5,LM8X1R121300560942,22/01/21,2021-01-19 19:05:05+00:00,DELIVERED,2021-01-20 09:31:29+00:00
602,20210119102926798447551Y,ABC01-806415011804CC,30005,ABC_82335000473013,DL,3,LMWF25470353093639,22/01/21,2021-01-20 19:48:54+00:00,DELIVERED,2021-01-22 18:57:39+00:00
603,20210118190004219398431Y,ABC01-806414827641CC,30075,ABC_82335000473013,DL,3,LM8W2R150210680462,22/01/21,2021-01-19 19:48:47+00:00,DELIVERED,2021-01-21 12:04:18+00:00
604,20210103173546211277611Y,ABC01-806409242362CC,22192,ABC_824390009370862,DL,2,LM8X1R120300526525,22/01/21,2021-01-07 21:35:52+00:00,DELIVERED,2021-01-09 16:09:04+00:00
605,20210103104729560256811Y,ABC01-806409013494CC,30047,ABC_824390009370862,DL,2,LM8X1R120300526338,22/01/21,2021-01-07 21:31:17+00:00,DELIVERED,2021-01-08 17:21:11+00:00
606,20210111184503246761791Y,ABC01-806412725380CC,10025,ABC_82335000473013,DL,4,LM8W2R150310650617,22/01/21,2021-01-12 18:22:42+00:00,DELIVERED,2021-01-15 11:21:25+00:00
607,20210118163518911816321Y,ABC01-806414771325CC,95006,ABC_824390009370862,DL,5,LM8X1R121300561389,22/01/21,2021-01-19 19:04:22+00:00,DELIVERED,2021-01-20 18:13:13+00:00
608,20210118112121414832261Y,ABC01-806414709517CC,32159,ABC_824390009370862,DL,2,LM8X1R120300561513,22/01/21,2021-01-19 19:04:50+00:00,DELIVERED,2021-01-21 12:49:00+00:00
609,20210117085114969159201Y,ABC01-806414355253CC,30096,ABC_82335000473013,DL,3,LM8W2R150310670275,22/01/21,2021-01-18 20:31:35+00:00,DELIVERED,2021-01-20 18:25:01+00:00
610,20210103215936447078151Y,ABC01-806409399413CC,30047,ABC_824390009370862,DL,2,LM8X1R120300527346,22/01/21,2021-01-07 21:49:19+00:00,DELIVERED,2021-01-08 17:21:11+00:00
611,20210116054137575619941Y,ABC01-806414020759CC,22153,ABC_82335000473013,DL,3,LM8W2R150310670417,22/01/21,2021-01-18 20:32:35+00:00,DELIVERED,2021-01-21 15:05:16+00:00
612,20210114004351566999331Y,ABC01-806413155291CC,94587,ABC_82335000473013,DL,5,LM8W2R150310661463,22/01/21,2021-01-14 19:03:56+00:00,DELIVERED,2021-01-20 14:20:13+00:00
613,20210118172957992485601Y,ABC01-806414792790CC,30044,ABC_82335000473013,DL,3,LMV7855EYN68353719,22/01/21,2021-01-19 19:27:54+00:00,DELIVERED,2021-01-21 16:24:31+00:00
614,20210118172957992485601Y,ABC01-806414792790CC,30044,ABC_82335000473013,DL,3,LM7824730321148025,22/01/21,2021-01-19 23:17:54+00:00,DELIVERED,2021-01-22 16:16:18+00:00
615,20210118172750990360951Y,ABC01-806414765553CC,92860,ABC_82335000473013,DL,4,LM8W2R150210681087,22/01/21,2021-01-19 19:32:59+00:00,DELIVERED,2021-01-21 13:38:55+00:00
616,20210111173623142975561Y,ABC01-806412701671CC,10019,ABC_82335000473013,DL,4,LM8W2R150310651330,22/01/21,2021-01-12 18:43:09+00:00,DELIVERED,2021-01-15 16:47:28+00:00
617,20210115143319758115481Y,ABC01-806413840416CC,90049,ABC_824390009370862,DL,4,LM8X1R120200555611,22/01/21,2021-01-18 19:34:10+00:00,DELIVERED,2021-01-20 13:16:01+00:00
618,20210103162636121174051Y,ABC01-806409193099CC,22191,ABC_824390009370862,DL,2,LM8X1R120300534490,22/01/21,2021-01-08 19:15:11+00:00,DELIVERED,2021-01-12 13:22:55+00:00
619,20210103202714380919211Y,ABC01-806409270769CC,89178,ABC_824390009370862,DL,5,LM8X1R120200533215,22/01/21,2021-01-08 19:00:14+00:00,DELIVERED,2021-01-12 14:49:54+00:00
620,20210113131855698770631Y,ABC01-806413149795CC,94590,ABC_82335000473013,DL,5,LM8W2R150310658717,22/01/21,2021-01-13 19:05:41+00:00,DELIVERED,2021-01-16 16:56:41+00:00
621,20210111124633557346351Y,ABC01-806412587716CC,92071,ABC_82335000473013,DL,4,LM8W2R150310650573,22/01/21,2021-01-12 19:09:38+00:00,DELIVERED,2021-01-15 15:54:57+00:00
622,20210118125842559283871Y,ABC01-806414703681CC,10035,ABC_82335000473013,DL,4,LM8W2R150210676459,22/01/21,2021-01-18 20:01:25+00:00,DELIVERED,2021-01-20 15:32:33+00:00
623,20210113133356723830021Y,ABC01-806413214392CC,30040,ABC_82335000473013,DL,3,LM8W2R150310658584,22/01/21,2021-01-13 19:07:56+00:00,DELIVERED,2021-01-16 11:25:11+00:00
624,20210102101143942828441Y,ABC01-806408226736CC,76001,ABC_824390009370862,DL,2,LM8X1R120300533839,22/01/21,2021-01-08 20:28:20+00:00,DELIVERED,2021-01-12 12:16:45+00:00
625,20210118174319115331851Y,ABC01-806414749094CC,76053,ABC_824390009370862,DL,2,LM8X1R120300561488,25/01/21,2021-01-19 19:05:00+00:00,DELIVERED,2021-01-21 13:32:27+00:00
626,20210114132510242104391Y,ABC01-806413472988CC,92887,ABC_82335000473013,DL,4,LM8W2R150310662917,25/01/21,2021-01-14 18:42:38+00:00,DELIVERED,2021-01-19 13:28:51+00:00
627,20210113231851520792031Y,ABC01-806413345193CC,89113,ABC_824390009370862,DL,5,LM8X1R120300553522,25/01/21,2021-01-14 20:13:02+00:00,DELIVERED,2021-01-19 12:56:10+00:00
628,20210119120158921672971Y,ABC01-806415000772CC,11762,ABC_82335000473013,DL,4,LM8W2R150210681792,25/01/21,2021-01-19 19:28:04+00:00,DELIVERED,2021-01-21 16:38:37+00:00
629,20210113113421539755551Y,ABC01-806410643349CC,89129,ABC_824390009370862,DL,5,LM8X1R120300552845,25/01/21,2021-01-14 19:53:22+00:00,DELIVERED,2021-01-19 19:46:28+00:00
630,20210113133033718005751Y,ABC01-806413153895CC,92870,ABC_824390009370862,DL,4,LM8X1R120300552283,25/01/21,2021-01-14 20:14:32+00:00,DELIVERED,2021-01-19 15:39:03+00:00
631,20210115171852103910811Y,ABC01-806413845385CC,95070,ABC_824390009370862,DL,5,LME1F6184287380221,25/01/21,2021-01-16 18:18:20+00:00,DELIVERED,2021-01-22 11:02:30+00:00
632,20210119115914915560191Y,ABC01-806415032050CC,30096,ABC_824390009370862,DL,2,LM8X1R120300562594,25/01/21,2021-01-20 19:53:22+00:00,DELIVERED,2021-01-21 10:31:50+00:00
633,20210114163934531698661Y,ABC01-806413596461CC,10031,ABC_82335000473013,DL,4,LM8W2R150310664273,25/01/21,2021-01-15 19:02:18+00:00,DELIVERED,2021-01-20 18:13:33+00:00
634,20210119111531859557091Y,ABC01-806415008238CC,11716,ABC_824390009370862,DL,3,LM8X1R121300563172,25/01/21,2021-01-20 19:31:12+00:00,DELIVERED,2021-01-21 14:41:29+00:00
635,20210115070629216897781Y,ABC01-806413646725CC,10016,ABC_82335000473013,DL,4,LM8W2R150310663765,25/01/21,2021-01-15 19:03:54+00:00,DELIVERED,2021-01-20 12:10:40+00:00
636,20210112194226774333731Y,ABC01-806413026550CC,95630,ABC_824390009370862,DL,5,LM8X1R120300550829,25/01/21,2021-01-13 18:34:59+00:00,DELIVERED,2021-01-19 14:41:42+00:00
637,20210113184454285719871Y,ABC01-806413320372CC,7601,ABC_824390009370862,DL,3,LM8X1R120300553120,25/01/21,2021-01-14 20:13:23+00:00,DELIVERED,2021-01-16 13:03:42+00:00
638,20210117173444004481131Y,1121017609567CC,91776,ABC_82335000473013,DL,4,LM8W2R150310676448,25/01/21,2021-01-18 20:05:07+00:00,DELIVERED,2021-01-21 14:57:47+00:00
639,20210113122311617490561Y,ABC01-806413203628CC,90025,ABC_824390009370862,DL,4,LM8X1R120300552907,25/01/21,2021-01-14 19:55:08+00:00,FAILED_DELIVERY_ATTEMPT,2021-01-20 15:52:02+00:00
640,20210114025337619629671Y,ABC01-806413391167CC,91384,ABC_824390009370862,DL,4,LM8X1R120300553406,25/01/21,2021-01-14 20:14:28+00:00,DELIVERED,2021-01-19 12:34:16+00:00
641,20210115202755321694141Y,ABC01-806413950530CC,92620,ABC_82335000473013,DL,4,LM9Y71A60300040422,25/01/21,2021-01-18 21:49:04+00:00,DELIVERED,2021-01-19 13:03:11+00:00
642,20210118160811868788761Y,ABC01-806414791043CC,22193,ABC_82335000473013,DL,3,LM8W2R150310679276,25/01/21,2021-01-19 19:13:13+00:00,DELIVERED,2021-01-22 18:02:23+00:00
643,20210116083904659619181Y,ABC01-806414071403CC,11746,ABC_824390009370862,DL,3,LM8X1R120300557626,25/01/21,2021-01-18 19:32:26+00:00,DELIVERED,2021-01-20 13:04:26+00:00
644,20210113211845438605501Y,ABC01-806413312090CC,95616,ABC_824390009370862,DL,5,LM8X1R120300553782,25/01/21,2021-01-14 20:14:43+00:00,DELIVERED,2021-01-20 13:49:04+00:00
645,20210114155253464045811Y,ABC01-806413585811CC,94556,ABC_82335000473013,DL,5,LM8W2R150310667010,25/01/21,2021-01-15 18:47:48+00:00,DELIVERED,2021-01-20 17:25:56+00:00
646,20210116025849527245801Y,ABC01-806413345208CC,94550,ABC_82335000473013,DL,5,LM8W2R150310670257,26/01/21,2021-01-18 20:31:19+00:00,DELIVERED,2021-01-21 14:51:58+00:00
647,20210118203655317928221Y,ABC01-806414869404CC,10032,ABC_824390009370862,DL,3,LM8X1R120300561915,26/01/21,2021-01-19 19:05:15+00:00,DELIVERED,2021-01-21 11:16:12+00:00
648,20210118090156241794281Y,ABC01-806414639636CC,10013,ABC_82335000473013,DL,4,LM8W2R150310674280,26/01/21,2021-01-18 20:11:29+00:00,DELIVERED,2021-01-21 16:31:54+00:00
649,20210116162758380396031Y,ABC01-806414155366CC,95661,ABC_82335000473013,DL,5,LM8W2R150310674191,26/01/21,2021-01-18 20:12:08+00:00,DELIVERED,2021-01-22 12:49:51+00:00
650,20210116115927880788151Y,ABC01-806414127232CC,32129,ABC_82335000473013,DL,3,LM8W2R150310672273,26/01/21,2021-01-18 20:23:53+00:00,DELIVERED,2021-01-21 13:25:28+00:00
651,20210119214855750946121Y,ABC01-806415333975CC,30044,ABC_824390009370862,DL,2,LM8X1R120300563502,26/01/21,2021-01-20 18:45:26+00:00,DELIVERED,2021-01-21 12:41:30+00:00
652,20210120060445934960721Y,ABC01-806415413273CC,10024,ABC_824390009370862,DL,3,LM8X1R120200563666,26/01/21,2021-01-20 21:15:42+00:00,DELIVERED,2021-01-22 18:42:38+00:00
653,20210105011120355011051Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
654,20210116171531448081681Y,ABC01-806414170057CC,90013,ABC_82335000473013,DL,4,LM3772AW0336192322,26/01/21,2021-01-19 16:22:09+00:00,DELIVERED,2021-01-20 19:29:16+00:00
655,20210116171531448081681Y,ABC01-806414170057CC,90013,ABC_82335000473013,DL,4,LM8W2R150310669456,26/01/21,2021-01-18 20:36:38+00:00,DELIVERED,2021-01-20 19:29:16+00:00
656,20210119134052159179041Y,ABC01-806415285604CC,20815,ABC_82335000473013,DL,3,LM8W2R150310682646,26/01/21,2021-01-19 23:39:14+00:00,DELIVERED,2021-01-22 12:46:24+00:00
657,20210117191705004729021Y,1121017613988CC,90016,ABC_82335000473013,DL,4,LM8W2R150310671934,26/01/21,2021-01-18 21:23:42+00:00,DELIVERED,2021-01-20 14:14:24+00:00
658,20210114175749648754841Y,ABC01-806413573374CC,92054,ABC_824390009370862,DL,4,LM8X1R120300554503,26/01/21,2021-01-15 19:19:17+00:00,DELIVERED,2021-01-20 16:01:27+00:00
659,20210117090809978392331Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LM8W2R150310674806,26/01/21,2021-01-18 20:10:45+00:00,DELIVERED,2021-01-21 11:53:03+00:00
660,20210120161531700965931Y,ABC01-806415581686CC,89113,ABC_82335000473013,DL,4,LM5A5Y22YN40764701,26/01/21,2021-01-21 23:20:15+00:00,DELIVERED,2021-01-25 11:28:08+00:00
661,20210105011120355011071Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
662,20210116184728558010531Y,ABC01-806414174453CC,89138,ABC_82335000473013,DL,4,LM8W2R150310668706,26/01/21,2021-01-18 13:05:10+00:00,DELIVERED,2021-01-21 14:39:59+00:00
663,20210116025849527245791Y,ABC01-806413345208CC,94550,ABC_82335000473013,DL,5,LM8W2R150310670257,26/01/21,2021-01-18 20:31:19+00:00,DELIVERED,2021-01-21 14:51:58+00:00
664,20210115110749450650951Y,ABC01-806413775123CC,94541,ABC_82335000473013,DL,5,LM8W2R150310666182,26/01/21,2021-01-15 19:02:00+00:00,DELIVERED,2021-01-20 11:04:11+00:00
665,20210117174428653903991Y,ABC01-806414496595CC,20815,ABC_82335000473013,DL,3,LM8W2R150310673969,26/01/21,2021-01-18 20:13:07+00:00,DELIVERED,2021-01-22 14:47:34+00:00
666,20210115185016225709591Y,ABC01-806413919098CC,11787,ABC_82335000473013,DL,4,LM8W2R150310674502,26/01/21,2021-01-18 20:10:02+00:00,DELIVERED,2021-01-21 15:20:22+00:00
667,20210119210443718866281Y,ABC01-806415217296CC,92646,ABC_824390009370862,DL,4,LM8X1R120200563540,26/01/21,2021-01-20 21:12:22+00:00,DELIVERED,2021-01-22 15:16:05+00:00
668,20210119120927930536891Y,ABC01-806415003576CC,20854,ABC_82335000473013,DL,3,LM8W2R150310681370,26/01/21,2021-01-19 19:30:10+00:00,DELIVERED,2021-01-22 12:03:31+00:00
669,20210113124947092107991Y,1121013904734CC,32162,ABC_824390009370862,DL,2,LM8X1R120300552729,26/01/21,2021-01-14 20:15:32+00:00,DELIVERED,2021-01-18 11:03:53+00:00
670,20210117122931280253051Y,ABC01-806414399902CC,90011,ABC_82335000473013,DL,4,LM8W2R150310674771,26/01/21,2021-01-18 20:10:37+00:00,DELIVERED,2021-01-20 13:05:44+00:00
671,20210105011120355011021Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
672,20210105011120355010921Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
673,20210115175910161873331Y,ABC01-806413941806CC,94549,ABC_82335000473013,DL,5,LM8W2R150310667878,26/01/21,2021-01-18 12:59:38+00:00,DELIVERED,2021-01-21 17:12:17+00:00
674,20210105011120355011091Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
675,20210116180047507559881Y,ABC01-806414238612CC,92870,ABC_82335000473013,DL,4,LM8W2R150310675896,26/01/21,2021-01-18 20:02:43+00:00,DELIVERED,2021-01-21 12:20:16+00:00
676,20210116204756661441541Y,ABC01-806414254735CC,92124,ABC_82335000473013,DL,4,LM8W2R150310667921,26/01/21,2021-01-18 13:00:18+00:00,DELIVERED,2021-01-21 17:00:40+00:00
677,20210116194109609260551Y,ABC01-806414258713CC,89148,ABC_82335000473013,DL,4,LM8W2R150310668715,26/01/21,2021-01-18 13:04:40+00:00,DELIVERED,2021-01-21 12:24:37+00:00
678,20210117220005849205041Y,ABC01-806414532762CC,91387,ABC_82335000473013,DL,4,LM8W2R150310669241,26/01/21,2021-01-18 20:29:11+00:00,DELIVERED,2021-01-20 14:03:03+00:00
679,20210118023636964215261Y,ABC01-806414556991CC,92028,ABC_82335000473013,DL,4,LM8W2R150310673254,26/01/21,2021-01-18 20:23:42+00:00,DELIVERED,2021-01-21 12:36:15+00:00
680,20210115215652388449421Y,ABC01-806413976742CC,91754,ABC_82335000473013,DL,4,LM8W2R150310676082,26/01/21,2021-01-18 20:05:11+00:00,DELIVERED,2021-01-20 11:37:47+00:00
681,20210105011120355011081Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
682,20210105011120355011061Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LM59FY260300158527,26/01/21,2021-01-21 23:21:24+00:00,DELIVERED,2021-01-26 10:29:52+00:00
683,20210116190953579703281Y,ABC01-806414256702CC,92026,ABC_82335000473013,DL,4,LM8W2R150310670444,26/01/21,2021-01-18 20:31:45+00:00,DELIVERED,2021-01-20 18:26:57+00:00
684,20210117032332855654201Y,ABC01-806414247555CC,92116,ABC_82335000473013,DL,4,LM8W2R150310675994,26/01/21,2021-01-18 20:05:23+00:00,DELIVERED,2021-01-21 13:59:42+00:00
685,20210115122508565230501Y,ABC01-806413821780CC,10023,ABC_82335000473013,DL,4,LM8W2R150310666360,26/01/21,2021-01-15 18:52:57+00:00,DELIVERED,2021-01-20 12:08:44+00:00
686,20210117104407160999471Y,ABC01-806414412923CC,20815,ABC_82335000473013,DL,3,LM8W2R150310670159,26/01/21,2021-01-18 20:23:49+00:00,DELIVERED,2021-01-21 13:11:35+00:00
687,20210118002656903368401Y,ABC01-806414576247CC,10026,ABC_82335000473013,DL,4,LM8W2R150310674833,26/01/21,2021-01-18 20:11:25+00:00,DELIVERED,2021-01-21 10:32:32+00:00
688,20210117090809978392251Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LM8W2R150310674806,26/01/21,2021-01-18 20:10:45+00:00,DELIVERED,2021-01-21 11:53:03+00:00
